step,ancien,nouveau,raison,score_ancien,score_nouveau
15699,HoeffdingTree,KNN_ADWIN,bandit,0.6845,1.0
15709,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6853
15710,HoeffdingTree,KNN_ADWIN,bandit,0.6854,1.0
15712,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6855
15713,HoeffdingTree,KNN_ADWIN,bandit,0.6856,1.0
15727,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6868
15728,HoeffdingTree,KNN_ADWIN,bandit,0.6869,1.0
15738,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.6877
15739,HoeffdingTree,KNN_ADWIN,bandit,0.6878,1.0
15757,KNN_ADWIN,SGD,bandit,1.0,0.9789
15758,SGD,KNN_ADWIN,bandit,0.9789,1.0
15768,KNN_ADWIN,SGD,bandit,1.0,0.9789
15769,SGD,KNN_ADWIN,bandit,0.9789,1.0
15787,KNN_ADWIN,SGD,bandit,1.0,0.979
15788,SGD,KNN_ADWIN,bandit,0.9791,1.0
15803,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.693
15804,HoeffdingTree,KNN_ADWIN,bandit,0.6931,1.0
15808,KNN_ADWIN,RESET,ADWIN_drift,1.0,0.0
15810,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15815,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15816,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15837,HoeffdingTree,SGD,bandit,1.0,1.0
15838,SGD,HoeffdingTree,bandit,1.0,1.0
15841,HoeffdingTree,SGD,bandit,1.0,1.0
15842,SGD,HoeffdingTree,bandit,1.0,1.0
15844,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15845,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15846,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15847,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15904,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15905,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15911,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15912,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15931,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15932,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15946,HoeffdingTree,SGD,bandit,1.0,0.9927
15947,SGD,HoeffdingTree,bandit,0.9928,1.0
15952,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
15953,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
15972,HoeffdingTree,SGD,bandit,1.0,0.9939
15974,SGD,HoeffdingTree,bandit,0.9939,1.0
15986,HoeffdingTree,SGD,bandit,1.0,0.9944
15987,SGD,HoeffdingTree,bandit,0.9944,1.0
15992,HoeffdingTree,SGD,bandit,1.0,0.9945
15993,SGD,HoeffdingTree,bandit,0.9946,1.0
15997,HoeffdingTree,SGD,bandit,1.0,0.9947
15999,SGD,HoeffdingTree,bandit,0.9947,1.0
16053,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16054,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16114,HoeffdingTree,SGD,bandit,1.0,0.9967
16115,SGD,HoeffdingTree,bandit,0.9967,1.0
16131,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16132,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16136,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16137,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16146,HoeffdingTree,SGD,bandit,1.0,0.997
16148,SGD,HoeffdingTree,bandit,0.9971,1.0
16158,HoeffdingTree,SGD,bandit,1.0,0.9971
16159,SGD,HoeffdingTree,bandit,0.9971,1.0
16163,HoeffdingTree,SGD,bandit,1.0,0.9972
16164,SGD,HoeffdingTree,bandit,0.9972,1.0
16165,HoeffdingTree,SGD,bandit,1.0,0.9972
16166,SGD,KNN_ADWIN,bandit,0.9972,1.0
16167,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16197,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16198,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16222,HoeffdingTree,SGD,bandit,1.0,0.9976
16223,SGD,HoeffdingTree,bandit,0.9976,1.0
16224,HoeffdingTree,SGD,bandit,1.0,0.9976
16225,SGD,HoeffdingTree,bandit,0.9976,1.0
16241,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16242,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16256,HoeffdingTree,SGD,bandit,1.0,0.9978
16257,SGD,HoeffdingTree,bandit,0.9978,1.0
16260,HoeffdingTree,SGD,bandit,1.0,0.9978
16261,SGD,HoeffdingTree,bandit,0.9978,1.0
16264,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16265,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16269,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16270,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16331,HoeffdingTree,SGD,bandit,1.0,0.9981
16332,SGD,HoeffdingTree,bandit,0.9981,1.0
16334,HoeffdingTree,SGD,bandit,1.0,0.9981
16335,SGD,HoeffdingTree,bandit,0.9981,1.0
16343,HoeffdingTree,SGD,bandit,1.0,0.9981
16344,SGD,HoeffdingTree,bandit,0.9981,1.0
16366,HoeffdingTree,SGD,bandit,1.0,0.9982
16367,SGD,HoeffdingTree,bandit,0.9982,1.0
16369,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16370,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16382,HoeffdingTree,SGD,bandit,1.0,0.9983
16383,SGD,HoeffdingTree,bandit,0.9983,1.0
16389,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16390,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16398,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16399,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16405,HoeffdingTree,SGD,bandit,1.0,0.9983
16406,SGD,KNN_ADWIN,bandit,0.9983,1.0
16407,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16423,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16424,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16429,HoeffdingTree,SGD,bandit,1.0,0.9968
16430,SGD,HoeffdingTree,bandit,0.9968,1.0
16431,HoeffdingTree,SGD,bandit,1.0,0.9968
16432,SGD,HoeffdingTree,bandit,0.9952,1.0
16442,HoeffdingTree,SGD,bandit,1.0,0.9953
16443,SGD,HoeffdingTree,bandit,0.9953,1.0
16450,HoeffdingTree,SGD,bandit,1.0,0.9953
16451,SGD,HoeffdingTree,bandit,0.9953,1.0
16465,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16466,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16500,HoeffdingTree,SGD,bandit,1.0,0.9957
16501,SGD,KNN_ADWIN,bandit,0.9957,1.0
16502,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16504,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16505,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16507,HoeffdingTree,SGD,bandit,1.0,0.9957
16509,SGD,HoeffdingTree,bandit,0.9957,1.0
16520,HoeffdingTree,SGD,bandit,1.0,0.9958
16521,SGD,HoeffdingTree,bandit,0.9958,1.0
16524,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16525,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16527,HoeffdingTree,SGD,bandit,1.0,0.9958
16528,SGD,HoeffdingTree,bandit,0.9958,1.0
16547,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16548,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16551,HoeffdingTree,SGD,bandit,1.0,0.996
16552,SGD,HoeffdingTree,bandit,0.996,1.0
16558,HoeffdingTree,SGD,bandit,1.0,0.996
16559,SGD,HoeffdingTree,bandit,0.996,1.0
16582,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16583,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16595,HoeffdingTree,SGD,bandit,1.0,0.9962
16596,SGD,HoeffdingTree,bandit,0.9962,1.0
16612,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16613,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16638,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16639,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16655,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16656,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16660,HoeffdingTree,SGD,bandit,1.0,0.9941
16661,SGD,HoeffdingTree,bandit,0.9941,1.0
16710,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16711,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16740,HoeffdingTree,SGD,bandit,1.0,0.9946
16741,SGD,HoeffdingTree,bandit,0.9946,1.0
16750,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16751,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16778,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16779,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16788,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16789,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16820,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16821,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16833,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16834,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16850,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16851,KNN_ADWIN,SGD,bandit,1.0,0.9942
16852,SGD,HoeffdingTree,bandit,0.9942,1.0
16860,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16861,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16868,HoeffdingTree,SGD,bandit,1.0,0.9943
16869,SGD,HoeffdingTree,bandit,0.9943,1.0
16907,HoeffdingTree,SGD,bandit,1.0,0.9945
16908,SGD,HoeffdingTree,bandit,0.9945,1.0
16918,HoeffdingTree,SGD,bandit,1.0,0.9946
16919,SGD,HoeffdingTree,bandit,0.9946,1.0
16950,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16951,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16969,HoeffdingTree,SGD,bandit,1.0,0.9948
16970,SGD,HoeffdingTree,bandit,0.9948,1.0
16974,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16975,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16981,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16982,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
16987,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
16988,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17021,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17022,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17061,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17062,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17076,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17077,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17109,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17110,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17141,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17142,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17164,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17165,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17184,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17185,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17203,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17204,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17238,HoeffdingTree,SGD,bandit,1.0,0.9951
17239,SGD,HoeffdingTree,bandit,0.9951,1.0
17251,HoeffdingTree,SGD,bandit,1.0,0.9951
17252,SGD,HoeffdingTree,bandit,0.9951,1.0
17287,HoeffdingTree,SGD,bandit,1.0,0.9953
17288,SGD,HoeffdingTree,bandit,0.9953,1.0
17334,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17335,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17355,HoeffdingTree,SGD,bandit,1.0,0.9955
17356,SGD,KNN_ADWIN,bandit,0.9955,1.0
17357,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17401,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17402,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17405,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17406,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17440,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17441,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17462,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17464,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17470,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17471,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17496,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17497,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17546,HoeffdingTree,SGD,bandit,1.0,0.9954
17547,SGD,HoeffdingTree,bandit,0.9954,1.0
17555,HoeffdingTree,SGD,bandit,1.0,0.9954
17556,SGD,HoeffdingTree,bandit,0.9954,1.0
17559,HoeffdingTree,SGD,bandit,1.0,0.9954
17561,SGD,HoeffdingTree,bandit,0.9954,1.0
17576,HoeffdingTree,SGD,bandit,1.0,0.9955
17577,SGD,HoeffdingTree,bandit,0.9955,1.0
17595,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17596,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17616,HoeffdingTree,SGD,bandit,1.0,0.9956
17617,SGD,HoeffdingTree,bandit,0.9956,1.0
17635,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17636,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17667,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17668,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17676,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17677,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17685,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17686,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17694,HoeffdingTree,SGD,bandit,1.0,0.9952
17695,SGD,HoeffdingTree,bandit,0.9952,1.0
17701,HoeffdingTree,SGD,bandit,1.0,0.9952
17702,SGD,HoeffdingTree,bandit,0.9952,1.0
17765,HoeffdingTree,SGD,bandit,1.0,0.9954
17766,SGD,HoeffdingTree,bandit,0.9954,1.0
17768,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17769,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17775,HoeffdingTree,SGD,bandit,1.0,0.9949
17776,SGD,HoeffdingTree,bandit,0.9949,1.0
17790,HoeffdingTree,SGD,bandit,1.0,0.995
17791,SGD,HoeffdingTree,bandit,0.995,1.0
17808,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17809,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17811,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17812,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17839,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17840,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17863,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17864,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
17886,HoeffdingTree,SGD,bandit,1.0,0.9952
17887,SGD,HoeffdingTree,bandit,0.9952,1.0
17892,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
17893,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18009,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18010,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18023,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18024,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18026,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18027,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18053,HoeffdingTree,SGD,bandit,1.0,0.9951
18054,SGD,HoeffdingTree,bandit,0.9951,1.0
18064,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18065,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18070,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18071,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18129,HoeffdingTree,SGD,bandit,1.0,0.9953
18130,SGD,HoeffdingTree,bandit,0.9953,1.0
18144,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18145,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18156,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18157,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18162,HoeffdingTree,SGD,bandit,1.0,0.9953
18163,SGD,KNN_ADWIN,bandit,0.9953,1.0
18164,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18185,HoeffdingTree,SGD,bandit,1.0,0.9954
18186,SGD,HoeffdingTree,bandit,0.9954,1.0
18190,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18191,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18233,HoeffdingTree,SGD,bandit,1.0,0.9955
18234,SGD,HoeffdingTree,bandit,0.9955,1.0
18241,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18242,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18244,HoeffdingTree,SGD,bandit,1.0,0.9955
18245,SGD,HoeffdingTree,bandit,0.9955,1.0
18263,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18264,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18277,HoeffdingTree,SGD,bandit,1.0,0.9955
18278,SGD,HoeffdingTree,bandit,0.9955,1.0
18286,HoeffdingTree,SGD,bandit,1.0,0.9956
18287,SGD,HoeffdingTree,bandit,0.9956,1.0
18300,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18301,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18303,HoeffdingTree,SGD,bandit,1.0,0.9956
18304,SGD,HoeffdingTree,bandit,0.9956,1.0
18310,HoeffdingTree,SGD,bandit,1.0,0.9956
18311,SGD,HoeffdingTree,bandit,0.9956,1.0
18312,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18313,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18339,HoeffdingTree,SGD,bandit,1.0,0.9957
18340,SGD,HoeffdingTree,bandit,0.9957,1.0
18344,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18345,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18350,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18351,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18393,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18394,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18428,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18429,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18430,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18431,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18443,HoeffdingTree,SGD,bandit,1.0,0.9958
18444,SGD,HoeffdingTree,bandit,0.9958,1.0
18479,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18480,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18481,HoeffdingTree,SGD,bandit,1.0,0.9959
18482,SGD,HoeffdingTree,bandit,0.9959,1.0
18502,HoeffdingTree,KNN_ADWIN,bandit,1.0,1.0
18503,KNN_ADWIN,HoeffdingTree,bandit,1.0,1.0
18504,HoeffdingTree,SGD,bandit,1.0,0.9959
18505,SGD,HoeffdingTree,bandit,0.9959,1.0
18507,HoeffdingTree,KNN_ADWIN,bandit,0.9996,1.0
18510,KNN_ADWIN,SGD,bandit,1.0,0.9959
18511,SGD,KNN_ADWIN,bandit,0.9959,1.0
18521,KNN_ADWIN,SGD,bandit,1.0,0.9959
18522,SGD,KNN_ADWIN,bandit,0.9959,1.0
18525,KNN_ADWIN,SGD,bandit,1.0,0.9959
18526,SGD,KNN_ADWIN,bandit,0.996,1.0
18530,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9996
18531,HoeffdingTree,KNN_ADWIN,bandit,0.9996,1.0
18535,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9996
18537,HoeffdingTree,KNN_ADWIN,bandit,0.9996,1.0
18559,KNN_ADWIN,SGD,bandit,1.0,0.996
18560,SGD,KNN_ADWIN,bandit,0.996,1.0
18562,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9996
18563,HoeffdingTree,KNN_ADWIN,bandit,0.9996,1.0
18575,KNN_ADWIN,SGD,bandit,1.0,0.996
18576,SGD,KNN_ADWIN,bandit,0.996,1.0
18594,KNN_ADWIN,SGD,bandit,1.0,0.9961
18595,SGD,KNN_ADWIN,bandit,0.9961,1.0
18640,KNN_ADWIN,SGD,bandit,1.0,0.9961
18641,SGD,KNN_ADWIN,bandit,0.9961,1.0
18646,KNN_ADWIN,SGD,bandit,1.0,0.9961
18647,SGD,KNN_ADWIN,bandit,0.9961,1.0
18656,KNN_ADWIN,SGD,bandit,1.0,0.9961
18657,SGD,KNN_ADWIN,bandit,0.9961,1.0
18660,KNN_ADWIN,SGD,bandit,1.0,0.9961
18661,SGD,KNN_ADWIN,bandit,0.9961,1.0
18680,KNN_ADWIN,SGD,bandit,1.0,0.9962
18683,SGD,KNN_ADWIN,bandit,0.9962,1.0
18705,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18706,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18728,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18729,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18730,KNN_ADWIN,SGD,bandit,1.0,0.9962
18731,SGD,KNN_ADWIN,bandit,0.9962,1.0
18732,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18733,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18755,KNN_ADWIN,SGD,bandit,1.0,0.9963
18756,SGD,KNN_ADWIN,bandit,0.9963,1.0
18764,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18765,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18783,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18784,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18786,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18787,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18809,KNN_ADWIN,SGD,bandit,1.0,0.9963
18810,SGD,KNN_ADWIN,bandit,0.9963,1.0
18825,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18826,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18842,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18843,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18845,KNN_ADWIN,SGD,bandit,1.0,0.9964
18846,SGD,KNN_ADWIN,bandit,0.9964,1.0
18871,KNN_ADWIN,SGD,bandit,1.0,0.9964
18872,SGD,KNN_ADWIN,bandit,0.9964,1.0
18921,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18922,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18931,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18932,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18938,KNN_ADWIN,SGD,bandit,1.0,0.9965
18939,SGD,KNN_ADWIN,bandit,0.9962,1.0
18955,KNN_ADWIN,SGD,bandit,1.0,0.9962
18956,SGD,KNN_ADWIN,bandit,0.9962,1.0
18957,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18958,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
18963,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
18964,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19014,KNN_ADWIN,SGD,bandit,1.0,0.9963
19015,SGD,KNN_ADWIN,bandit,0.9963,1.0
19032,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19033,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19034,KNN_ADWIN,SGD,bandit,1.0,0.9963
19035,SGD,KNN_ADWIN,bandit,0.9963,1.0
19038,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19039,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19061,KNN_ADWIN,SGD,bandit,1.0,0.9963
19062,SGD,HoeffdingTree,bandit,0.9963,0.9997
19063,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19065,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19066,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19074,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19075,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19088,KNN_ADWIN,SGD,bandit,1.0,0.9963
19089,SGD,KNN_ADWIN,bandit,0.9963,1.0
19107,KNN_ADWIN,SGD,bandit,1.0,0.9964
19108,SGD,KNN_ADWIN,bandit,0.9964,1.0
19110,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19111,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19114,KNN_ADWIN,SGD,bandit,1.0,0.9964
19115,SGD,KNN_ADWIN,bandit,0.9964,1.0
19125,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19126,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19162,KNN_ADWIN,SGD,bandit,1.0,0.9964
19163,SGD,KNN_ADWIN,bandit,0.9964,1.0
19168,KNN_ADWIN,SGD,bandit,1.0,0.9964
19169,SGD,KNN_ADWIN,bandit,0.9964,1.0
19177,KNN_ADWIN,SGD,bandit,1.0,0.9964
19178,SGD,KNN_ADWIN,bandit,0.9964,1.0
19191,KNN_ADWIN,SGD,bandit,1.0,0.9965
19192,SGD,KNN_ADWIN,bandit,0.9965,1.0
19236,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19237,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19255,KNN_ADWIN,SGD,bandit,1.0,0.9965
19256,SGD,KNN_ADWIN,bandit,0.9965,1.0
19273,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19274,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19280,KNN_ADWIN,HoeffdingTree,bandit,1.0,0.9997
19281,HoeffdingTree,KNN_ADWIN,bandit,0.9997,1.0
19299,KNN_ADWIN,SGD,bandit,1.0,0.9966
19300,SGD,KNN_ADWIN,bandit,0.9966,1.0
